role,episode,terrain,update_in_episode,replay_size,qf1_loss,qf2_loss,policy_loss,alpha,alpha_loss,target_entropy_internal,target_entropy_paper,q_target_mean,q_target_std,policy_mean_abs,policy_log_std_mean,train_update
individual,4,carpet,1,700,0.47263479232788086,0.4722371995449066,-0.04626155644655228,0.009990004822611809,-62.756919860839844,-9.0,9.0,0.6013056039810181,0.3333655297756195,0.00011402041127439588,0.00016863128985278308,1
individual,4,carpet,2,700,0.5175632834434509,0.5168957710266113,-0.051282986998558044,0.00998002104461193,-62.659481048583984,-9.0,9.0,0.6595665216445923,0.2993007004261017,0.002721788827329874,-0.002130410633981228,2
individual,4,carpet,3,700,0.5794114470481873,0.5768275260925293,-0.05839627981185913,0.009970046579837799,-62.67768096923828,-9.0,9.0,0.7019515633583069,0.3216489255428314,0.004582363646477461,-0.005984642542898655,3
individual,4,carpet,4,700,0.47405722737312317,0.47030532360076904,-0.07210460305213928,0.009960082359611988,-63.99679183959961,-9.0,9.0,0.6442723870277405,0.29753488302230835,0.006795757450163364,-0.011873607523739338,4
individual,4,carpet,5,700,0.5055330395698547,0.4973989725112915,-0.08544433116912842,0.009950127452611923,-62.581600189208984,-9.0,9.0,0.6688193082809448,0.33106833696365356,0.008005484007298946,-0.017938587814569473,5
individual,4,carpet,6,700,0.4363061487674713,0.42433884739875793,-0.11102942377328873,0.009940183721482754,-63.354652404785156,-9.0,9.0,0.6426594257354736,0.3179393708705902,0.009234636090695858,-0.02753211371600628,6
individual,4,carpet,7,700,0.37465405464172363,0.35979798436164856,-0.147576704621315,0.009930248372256756,-63.5227165222168,-9.0,9.0,0.5833463072776794,0.37447938323020935,0.012587255798280239,-0.041710250079631805,7
individual,4,carpet,8,700,0.2757876217365265,0.2506228983402252,-0.19828040897846222,0.009920324198901653,-63.79666519165039,-9.0,9.0,0.6270644664764404,0.2179604321718216,0.016258329153060913,-0.04983196035027504,8
individual,4,carpet,9,700,0.25749409198760986,0.22665399312973022,-0.2759063243865967,0.009910409338772297,-63.816307067871094,-9.0,9.0,0.636192262172699,0.2966519296169281,0.020845621824264526,-0.05744604021310806,9
individual,4,carpet,10,700,0.21087884902954102,0.16816827654838562,-0.368413507938385,0.009900504723191261,-63.373043060302734,-9.0,9.0,0.7009463906288147,0.2526482045650482,0.02523568458855152,-0.05701746791601181,10
individual,4,carpet,11,700,0.14428889751434326,0.10961620509624481,-0.5039742588996887,0.009890610352158546,-63.570274353027344,-9.0,9.0,0.7452104687690735,0.25547724962234497,0.02996823750436306,-0.054310865700244904,11
individual,4,carpet,12,700,0.12120382487773895,0.12559574842453003,-0.6849706172943115,0.009880725294351578,-63.2476692199707,-9.0,9.0,0.6697654128074646,0.3406027853488922,0.040275249630212784,-0.057166993618011475,12
individual,4,carpet,13,700,0.10623976588249207,0.1399041712284088,-0.8801144957542419,0.00987085048109293,-63.74212646484375,-9.0,9.0,0.7251690030097961,0.30259257555007935,0.05450208857655525,-0.05741178244352341,13
individual,4,carpet,14,700,0.20889246463775635,0.2405807375907898,-1.058819055557251,0.009860984981060028,-62.90279769897461,-9.0,9.0,0.6670846939086914,0.3106027841567993,0.0783221647143364,-0.05867188796401024,14
individual,4,carpet,15,700,0.23621515929698944,0.19760243594646454,-1.0233652591705322,0.009851129725575447,-63.549903869628906,-9.0,9.0,0.6731845140457153,0.3204256296157837,0.10553430020809174,-0.050661735236644745,15
individual,4,carpet,16,700,0.14623180031776428,0.12954185903072357,-0.9306849837303162,0.009841283783316612,-62.226890563964844,-9.0,9.0,0.7788412570953369,0.3385544419288635,0.1516694873571396,-0.040434032678604126,16
individual,4,carpet,17,700,0.09603464603424072,0.07344719767570496,-0.8224133849143982,0.009831448085606098,-61.12322235107422,-9.0,9.0,0.6803624629974365,0.2538129389286041,0.21536068618297577,-0.019701866433024406,17
individual,4,carpet,18,700,0.1137889176607132,0.09992218017578125,-0.7302433252334595,0.009821622632443905,-61.072505950927734,-9.0,9.0,0.6178732514381409,0.3118245303630829,0.2925969958305359,0.011510878801345825,18
individual,4,carpet,19,700,0.07850347459316254,0.0734003335237503,-0.6515274047851562,0.009811806492507458,-59.530250549316406,-9.0,9.0,0.5580263733863831,0.284059077501297,0.3996228873729706,0.057002924382686615,19
individual,4,carpet,20,700,0.10453979671001434,0.10761309415102005,-0.5782390236854553,0.009802000597119331,-54.09785461425781,-9.0,9.0,0.61589115858078,0.33154749870300293,0.5245456695556641,0.11306025832891464,20
individual,4,carpet,21,700,0.08007298409938812,0.08124931901693344,-0.5234546661376953,0.009792204014956951,-54.70405578613281,-9.0,9.0,0.6226977109909058,0.2525695860385895,0.6033729314804077,0.1551026999950409,21
individual,4,carpet,22,700,0.1299881637096405,0.13078995048999786,-0.4922170639038086,0.009782417677342892,-52.116031646728516,-9.0,9.0,0.6194483637809753,0.3288966417312622,0.6734024882316589,0.18206462264060974,22
individual,4,carpet,23,700,0.15943291783332825,0.15752652287483215,-0.46759942173957825,0.009772640652954578,-49.59842300415039,-9.0,9.0,0.6769376993179321,0.3177299499511719,0.6912341713905334,0.19058799743652344,23
individual,4,carpet,24,700,0.18632784485816956,0.17620988190174103,-0.4782334864139557,0.009762873873114586,-50.449745178222656,-9.0,9.0,0.7365089654922485,0.30232304334640503,0.6551205515861511,0.16659663617610931,24
individual,4,carpet,25,700,0.12153732031583786,0.11050177365541458,-0.4744391441345215,0.00975311640650034,-51.76630401611328,-9.0,9.0,0.6328327059745789,0.2981083393096924,0.6431723833084106,0.1316462904214859,25
individual,4,carpet,26,700,0.1482607126235962,0.12699511647224426,-0.5092087984085083,0.00974336825311184,-54.928646087646484,-9.0,9.0,0.7181347012519836,0.3003821074962616,0.5856956839561462,0.08685238659381866,26
individual,4,carpet,27,700,0.18459321558475494,0.16566301882266998,-0.5321033596992493,0.009733631275594234,-56.15441131591797,-9.0,9.0,0.6742200255393982,0.3956330418586731,0.5251753926277161,0.049752671271562576,27
individual,4,carpet,28,700,0.09164480865001678,0.08141685277223587,-0.5919358134269714,0.009723902679979801,-55.98313903808594,-9.0,9.0,0.6070359945297241,0.30635714530944824,0.511155903339386,0.018011990934610367,28
