role,episode,terrain,update_in_episode,replay_size,qf1_loss,qf2_loss,policy_loss,alpha,alpha_loss,target_entropy_internal,target_entropy_paper,q_target_mean,q_target_std,policy_mean_abs,policy_log_std_mean,train_update
individual,4,carpet,1,700,0.3411381244659424,0.34081611037254333,-0.04621516913175583,0.009990004822611809,-62.75784683227539,-9.0,9.0,0.5634421110153198,0.15389737486839294,7.734262908343226e-05,8.251839608419687e-05,1
individual,4,carpet,2,700,0.2727252244949341,0.2724897861480713,-0.05123841017484665,0.00998002104461193,-62.657161712646484,-9.0,9.0,0.5139486193656921,0.11899444460868835,0.0025053543504327536,-0.0020895376801490784,2
individual,4,carpet,3,700,0.35720300674438477,0.35616791248321533,-0.05853184312582016,0.009970046579837799,-62.673545837402344,-9.0,9.0,0.5909374952316284,0.15048597753047943,0.004195104353129864,-0.005611445289105177,3
individual,4,carpet,4,700,0.32731255888938904,0.3262048661708832,-0.07227540761232376,0.009960082359611988,-63.99687957763672,-9.0,9.0,0.571854293346405,0.1644812822341919,0.0056473067961633205,-0.010687028057873249,4
individual,4,carpet,5,700,0.31118372082710266,0.30733734369277954,-0.08574483543634415,0.009950127452611923,-62.571449279785156,-9.0,9.0,0.5768229961395264,0.1525299996137619,0.00629242742434144,-0.01613292098045349,5
individual,4,carpet,6,700,0.286843478679657,0.2825241684913635,-0.11158908158540726,0.009940183721482754,-63.32939147949219,-9.0,9.0,0.5696109533309937,0.17974652349948883,0.006949939299374819,-0.024074692279100418,6
individual,4,carpet,7,700,0.20807544887065887,0.20085008442401886,-0.14879655838012695,0.009930248372256756,-63.52883529663086,-9.0,9.0,0.5270617008209229,0.1666753590106964,0.009256497956812382,-0.036695510149002075,7
individual,4,carpet,8,700,0.18096433579921722,0.16857673227787018,-0.19849053025245667,0.009920324198901653,-63.770084381103516,-9.0,9.0,0.549830436706543,0.14159506559371948,0.011637875810265541,-0.042930301278829575,8
individual,4,carpet,9,700,0.14000532031059265,0.1267748475074768,-0.27285152673721313,0.009910409338772297,-63.89403533935547,-9.0,9.0,0.5738224983215332,0.13791415095329285,0.01571963168680668,-0.05098987743258476,9
individual,4,carpet,10,700,0.09077794849872589,0.07496638596057892,-0.3708771765232086,0.009900504723191261,-63.33977127075195,-9.0,9.0,0.582359790802002,0.14607639610767365,0.019239764660596848,-0.05086304992437363,10
individual,4,carpet,11,700,0.041494276374578476,0.03463827073574066,-0.5079861283302307,0.009890610352158546,-63.53658676147461,-9.0,9.0,0.5954903960227966,0.1489395797252655,0.022548751905560493,-0.04843655973672867,11
individual,4,carpet,12,700,0.014394032768905163,0.025276975706219673,-0.6798150539398193,0.009880725294351578,-63.227718353271484,-9.0,9.0,0.6255803108215332,0.11505620181560516,0.030426252633333206,-0.05170350521802902,12
individual,4,carpet,13,700,0.08009125292301178,0.10088275372982025,-0.8528693914413452,0.00987085048109293,-63.650047302246094,-9.0,9.0,0.5895540714263916,0.1555837243795395,0.04379650950431824,-0.053930334746837616,13
individual,4,carpet,14,700,0.12303492426872253,0.13199909031391144,-0.9343084096908569,0.009860984981060028,-62.929298400878906,-9.0,9.0,0.5890599489212036,0.16265681385993958,0.06794481724500656,-0.05550301820039749,14
individual,4,carpet,15,700,0.11977680027484894,0.09928353130817413,-0.8581699132919312,0.009851129725575447,-63.59443664550781,-9.0,9.0,0.5501543283462524,0.14030079543590546,0.09446791559457779,-0.04935228452086449,15
individual,4,carpet,16,700,0.05111246183514595,0.04081951081752777,-0.7740416526794434,0.009841283783316612,-62.43954086303711,-9.0,9.0,0.5987457633018494,0.1440991908311844,0.13526280224323273,-0.04152146354317665,16
individual,4,carpet,17,700,0.041188277304172516,0.034964099526405334,-0.6803722381591797,0.009831448085606098,-61.718692779541016,-9.0,9.0,0.5571274757385254,0.1516149342060089,0.19354434311389923,-0.02592349238693714,17
individual,4,carpet,18,700,0.0336364284157753,0.034383270889520645,-0.5980570912361145,0.009821622632443905,-61.54888916015625,-9.0,9.0,0.5472742319107056,0.18160144984722137,0.2720607817173004,-0.0025774312671273947,18
individual,4,carpet,19,700,0.0358208492398262,0.03736744821071625,-0.518398106098175,0.009811806492507458,-60.72197341918945,-9.0,9.0,0.5056414008140564,0.18609118461608887,0.3867685794830322,0.03289239481091499,19
individual,4,carpet,20,700,0.041797276586294174,0.047731634229421616,-0.46351903676986694,0.009802000597119331,-56.30302047729492,-9.0,9.0,0.5791833996772766,0.12585769593715668,0.5353965759277344,0.07892586290836334,20
